일자,종가,대비,등락률,시가,고가,저가,거래량,거래대금,상장시가총액
"2019/12/19","647.85","-1.10","-0.17","650.30","653.65","645.11","808154.0","3734444.0","2.33553668E8"
"2019/12/18","648.95","-1.63","-0.25","650.87","651.71","647.73","882122.0","4328546.0","2.33518136E8"
"2019/12/17","650.58","6.14","0.95","646.80","650.58","646.04","851064.0","4486599.0","2.33969649E8"
"2019/12/16","644.44","0.99","0.15","644.91","646.56","643.24","794175.0","3748612.0","2.31552541E8"
"2019/12/13","643.45","6.51","1.02","643.34","645.73","641.87","913751.0","4290513.0","2.31121253E8"
"2019/12/12","636.94","7.81","1.24","632.29","638.92","631.25","941202.0","4498909.0","2.28754294E8"
"2019/12/11","629.13","2.02","0.32","627.26","630.60","626.57","817888.0","3952346.0","2.25900417E8"
"2019/12/10","627.11","-0.75","-0.12","627.62","627.76","623.54","763025.0","3950678.0","2.25002396E8"
"2019/12/09","627.86","-0.24","-0.04","630.60","630.63","625.59","778730.0","4226426.0","2.25159098E8"
"2019/12/06","628.10","10.50","1.70","619.48","628.11","619.48","726660.0","4098402.0","2.2520955E8"
"2019/12/05","617.60","-7.67","-1.23","629.49","629.60","613.77","901706.0","4682213.0","2.21358412E8"
"2019/12/04","625.27","-4.31","-0.68","626.06","630.45","622.67","928167.0","3828567.0","2.24147876E8"
"2019/12/03","629.58","-4.92","-0.78","630.07","632.01","627.00","868945.0","4117053.0","2.25664364E8"
"2019/12/02","634.50","1.51","0.24","635.58","638.35","632.22","845649.0","3811687.0","2.27301562E8"
"2019/11/29","632.99","-7.19","-1.12","641.72","643.27","631.40","940625.0","4319180.0","2.26930389E8"
"2019/11/28","640.18","-7.21","-1.11","646.27","649.37","640.18","882466.0","4265274.0","2.28908691E8"
"2019/11/27","647.39","-4.20","-0.64","653.74","653.87","646.89","859365.0","5153173.0","2.31384397E8"
"2019/11/26","651.59","4.19","0.65","650.79","653.54","649.78","868850.0","5091667.0","2.32218231E8"
"2019/11/25","647.40","13.48","2.13","639.50","647.41","639.50","826789.0","4086009.0","2.30500424E8"
"2019/11/22","633.92","-2.07","-0.33","637.99","640.77","629.74","1053045.0","5162173.0","2.25644237E8"
"2019/11/21","635.99","-13.88","-2.14","650.56","651.23","634.29","1051934.0","5025590.0","2.26030655E8"
"2019/11/20","649.87","-12.66","-1.91","661.45","663.76","648.82","1289205.0","5928634.0","2.30847032E8"
"2019/11/19","662.53","-6.81","-1.02","669.11","669.24","662.24","1156557.0","5280503.0","2.35179761E8"
"2019/11/18","669.34","0.83","0.12","670.07","671.09","666.82","1086954.0","5401260.0","2.3759119E8"
"2019/11/15","668.51","5.20","0.78","662.87","668.54","660.64","1107075.0","5124025.0","2.37163557E8"
"2019/11/14","663.31","1.46","0.22","663.25","666.05","659.21","1359616.0","5251760.0","2.35158205E8"
"2019/11/13","661.85","-3.29","-0.49","665.37","665.48","659.95","1363966.0","4829469.0","2.34500284E8"
"2019/11/12","665.14","3.77","0.57","662.11","665.86","661.42","1081151.0","4618379.0","2.35619188E8"
"2019/11/11","661.37","-3.23","-0.49","666.13","666.13","658.70","922613.0","4160074.0","2.34286919E8"
"2019/11/08","664.60","-1.55","-0.23","669.34","670.59","662.46","952989.0","4475520.0","2.35295732E8"
"2019/11/07","666.15","-3.53","-0.53","668.73","669.57","663.70","1026100.0","5679533.0","2.35693338E8"
"2019/11/06","669.68","-2.50","-0.37","672.12","673.86","669.25","1091286.0","6061617.0","2.36277254E8"
"2019/11/05","672.18","3.73","0.56","669.47","672.18","666.00","987480.0","6221554.0","2.37194145E8"
"2019/11/04","668.45","6.11","0.92","667.20","669.66","665.63","921194.0","4731446.0","2.35777038E8"
"2019/11/01","662.34","3.82","0.58","658.16","662.34","656.13","820172.0","4734491.0","2.33606028E8"
"2019/10/31","658.52","3.48","0.53","658.45","661.65","656.96","892492.0","5241228.0","2.32231895E8"
"2019/10/30","655.04","-3.26","-0.50","660.60","660.60","654.15","892700.0","5813808.0","2.30810078E8"
"2019/10/29","658.30","5.88","0.90","656.85","658.76","653.83","954716.0","6534641.0","2.31933741E8"
"2019/10/28","652.42","0.05","0.01","655.05","657.29","651.95","933703.0","6476202.0","2.29792981E8"
"2019/10/25","652.37","-6.38","-0.97","657.60","658.77","651.29","1009206.0","7007192.0","2.29730534E8"
"2019/10/24","658.75","-0.23","-0.03","658.53","662.27","647.53","1073220.0","7963560.0","2.3187686E8"
"2019/10/23","658.98","3.07","0.47","656.88","660.38","654.78","1033678.0","6307184.0","2.31862916E8"
"2019/10/22","655.91","6.73","1.04","653.17","660.35","651.10","883771.0","6333997.0","2.30791759E8"
"2019/10/21","649.18","2.49","0.39","646.79","649.18","645.35","767921.0","4694497.0","2.28312444E8"
"2019/10/18","646.69","-2.60","-0.40","651.55","651.97","645.59","866093.0","4760598.0","2.27454259E8"
"2019/10/17","649.29","-2.67","-0.41","653.08","654.67","646.61","1042683.0","5194384.0","2.28674544E8"
"2019/10/16","651.96","5.16","0.80","650.61","652.73","649.88","860253.0","4633300.0","2.29431186E8"
"2019/10/15","646.80","5.34","0.83","641.51","647.40","641.49","737773.0","4121168.0","2.27629917E8"
"2019/10/14","641.46","8.51","1.34","638.65","643.41","637.69","681423.0","4037155.0","2.25736599E8"
"2019/10/11","632.95","-1.78","-0.28","638.22","638.49","632.92","767474.0","4681884.0","2.22444692E8"
"2019/10/10","634.73","-0.68","-0.11","633.96","635.85","630.59","715226.0","4376729.0","2.23036537E8"
"2019/10/08","635.41","8.20","1.31","628.03","635.94","624.92","864369.0","6110522.0","2.23300696E8"
"2019/10/07","627.21","5.37","0.86","625.25","627.82","622.45","753054.0","4811784.0","2.20387804E8"
"2019/10/04","621.84","-2.67","-0.43","623.08","627.15","619.53","792985.0","4033260.0","2.18535336E8"
"2019/10/02","624.51","-7.59","-1.20","627.75","630.62","624.47","1252779.0","4524335.0","2.194658E8"
"2019/10/01","632.10","10.34","1.66","623.70","632.12","621.76","875336.0","4374429.0","2.22117888E8"
"2019/09/30","621.76","-5.17","-0.82","625.69","627.30","615.64","745973.0","3606633.0","2.18426091E8"
"2019/09/27","626.93","-1.49","-0.24","628.41","628.41","623.32","724109.0","3402629.0","2.20226432E8"
"2019/09/26","628.42","1.66","0.26","632.31","635.64","622.55","838493.0","4566644.0","2.20728154E8"
"2019/09/25","626.76","-15.09","-2.35","641.08","641.23","626.02","987731.0","4561734.0","2.20152599E8"
"2019/09/24","641.85","-3.16","-0.49","643.45","646.60","641.17","778008.0","3765461.0","2.25371212E8"
"2019/09/23","645.01","-4.06","-0.63","648.81","649.22","644.39","747644.0","3397867.0","2.26423545E8"
"2019/09/20","649.07","3.36","0.52","647.50","650.03","645.91","844701.0","4340363.0","2.27801893E8"
"2019/09/19","645.71","0.59","0.09","646.83","651.45","643.00","867284.0","4008539.0","2.26266025E8"
"2019/09/18","645.12","0.84","0.13","646.25","648.95","644.32","909109.0","4459121.0","2.26017141E8"
"2019/09/17","644.28","5.69","0.89","637.10","646.05","636.00","823507.0","4139544.0","2.25609051E8"
"2019/09/16","638.59","8.22","1.30","634.67","638.59","630.16","622055.0","3220466.0","2.23602964E8"
"2019/09/11","630.37","7.12","1.14","625.81","632.42","624.78","718202.0","3720939.0","2.2078704E8"
"2019/09/10","623.25","-2.52","-0.40","627.77","628.81","621.95","830373.0","3762025.0","2.18172411E8"
"2019/09/09","625.77","-5.38","-0.85","633.61","634.30","625.28","709696.0","3850358.0","2.19019399E8"
"2019/09/06","631.15","-1.84","-0.29","637.33","637.33","630.60","882307.0","4481748.0","2.20838794E8"
"2019/09/05","632.99","3.68","0.58","633.19","634.96","631.38","948696.0","5023655.0","2.21496777E8"
"2019/09/04","629.31","9.29","1.50","619.61","629.31","619.46","792568.0","3955113.0","2.19361175E8"
"2019/09/03","620.02","0.21","0.03","619.86","623.34","619.28","777380.0","3728694.0","2.16093198E8"
"2019/09/02","619.81","9.26","1.52","609.46","619.90","608.97","683775.0","3577066.0","2.16055268E8"
"2019/08/30","610.55","10.98","1.83","607.14","611.11","606.65","787576.0","3705440.0","2.12772632E8"
"2019/08/29","599.57","-3.33","-0.55","604.19","605.39","595.26","681487.0","3605906.0","2.08866575E8"
"2019/08/28","602.90","14.58","2.48","590.67","602.90","590.36","698491.0","3908017.0","2.09884833E8"
"2019/08/27","588.32","5.41","0.93","592.38","596.43","587.42","651147.0","3241331.0","2.04893443E8"
"2019/08/26","582.91","-26.07","-4.28","594.25","598.08","582.77","711379.0","3917964.0","2.02842694E8"
"2019/08/23","608.98","-3.27","-0.53","606.28","612.63","605.93","706441.0","3806196.0","2.11789012E8"
"2019/08/22","612.25","-3.71","-0.60","618.34","618.73","611.67","850918.0","3931126.0","2.12800969E8"
"2019/08/21","615.96","8.95","1.47","605.83","615.96","604.83","821038.0","3531844.0","2.1380901E8"
"2019/08/20","607.01","12.36","2.08","597.15","607.87","595.62","914620.0","3639424.0","2.10746711E8"
"2019/08/19","594.65","3.08","0.52","596.42","597.59","591.21","706961.0","3393084.0","2.06354181E8"
"2019/08/16","591.57","-5.58","-0.93","590.04","592.82","587.49","684049.0","3767532.0","2.05179215E8"
"2019/08/14","597.15","6.40","1.08","600.35","601.46","596.23","793565.0","4105969.0","2.07100533E8"
"2019/08/13","590.75","-3.42","-0.58","589.71","593.98","588.47","755897.0","3792005.0","2.04835997E8"
"2019/08/12","594.17","4.13","0.70","590.43","594.70","585.07","707419.0","3440960.0","2.06537033E8"
"2019/08/09","590.04","4.60","0.79","590.51","593.28","585.94","690855.0","4157334.0","2.04947491E8"
"2019/08/08","585.44","20.80","3.68","571.59","585.44","571.00","929189.0","4831849.0","2.03396203E8"
"2019/08/07","564.64","13.14","2.38","562.47","567.52","554.18","835978.0","4843613.0","1.95944703E8"
"2019/08/06","551.50","-18.29","-3.21","555.07","577.51","540.83","973682.0","5611505.0","1.91455865E8"
"2019/08/05","569.79","-45.91","-7.46","614.69","615.23","569.78","821183.0","4773106.0","1.97856077E8"
"2019/08/02","615.70","-6.56","-1.05","612.01","622.36","607.01","601247.0","3703941.0","2.1354567E8"
"2019/08/01","622.26","-7.92","-1.26","627.94","634.44","622.25","694238.0","4161132.0","2.15506176E8"
"2019/07/31","630.18","4.54","0.73","625.05","631.43","610.70","770559.0","4228756.0","2.17992287E8"
"2019/07/30","625.64","6.86","1.11","620.33","630.61","620.33","716178.0","3566195.0","2.16345978E8"
"2019/07/29","618.78","-25.81","-4.00","643.34","643.34","618.78","795265.0","3783791.0","2.13640714E8"
"2019/07/26","644.59","-7.81","-1.20","650.30","652.38","640.43","886277.0","3969502.0","2.22533551E8"
"2019/07/25","652.40","-7.43","-1.13","660.30","661.62","647.38","871058.0","4177257.0","2.25066019E8"
"2019/07/24","659.83","-8.82","-1.32","670.31","672.36","659.26","971456.0","4976198.0","2.27291906E8"
"2019/07/23","668.65","-6.13","-0.91","675.84","678.27","666.79","894111.0","4590940.0","2.30134682E8"
"2019/07/22","674.78","0.72","0.11","674.00","675.48","671.44","644965.0","3357187.0","2.32164617E8"
"2019/07/19","674.06","8.91","1.34","668.20","674.06","668.20","756215.0","3949977.0","2.31949932E8"
"2019/07/18","665.15","-1.13","-0.17","665.09","669.47","661.82","837117.0","4258998.0","2.28809067E8"
"2019/07/17","666.28","-8.14","-1.21","673.08","673.34","661.93","901091.0","4235393.0","2.29203214E8"
"2019/07/16","674.42","-0.37","-0.05","675.67","679.69","672.77","824277.0","4586564.0","2.31884531E8"
"2019/07/15","674.79","-6.38","-0.94","682.36","682.36","671.71","715663.0","4212000.0","2.3185926E8"
"2019/07/12","681.17","4.08","0.60","677.87","682.65","673.76","735656.0","4135928.0","2.34104173E8"
"2019/07/11","677.09","10.19","1.53","669.98","677.11","668.42","791145.0","4152967.0","2.32180144E8"
"2019/07/10","666.90","9.10","1.38","662.30","670.68","660.62","774833.0","3861176.0","2.28676544E8"
"2019/07/09","657.80","-10.92","-1.63","670.76","675.09","657.77","879149.0","4125586.0","2.25546659E8"
"2019/07/08","668.72","-25.45","-3.67","691.97","691.97","668.72","766599.0","4249618.0","2.29212801E8"
"2019/07/05","694.17","2.90","0.42","692.86","694.39","686.93","729813.0","4048011.0","2.37965632E8"
"2019/07/04","691.27","-1.77","-0.26","693.96","694.63","682.73","763517.0","4132923.0","2.36950137E8"
"2019/07/03","693.04","-3.21","-0.46","697.68","698.89","689.86","676299.0","3979383.0","2.37389806E8"
"2019/07/02","696.25","0.25","0.04","695.80","699.44","693.19","696446.0","4052250.0","2.38565439E8"
"2019/07/01","696.00","5.47","0.79","696.38","697.97","692.76","734433.0","5156354.0","2.3845883E8"
"2019/06/28","690.53","-7.68","-1.10","698.63","700.42","687.29","784770.0","4241075.0","2.36405674E8"
"2019/06/27","698.21","-11.16","-1.57","711.18","713.14","694.53","909979.0","5131838.0","2.39089173E8"
"2019/06/26","709.37","-0.65","-0.09","710.15","713.57","706.44","981441.0","4747048.0","2.42791007E8"
"2019/06/25","710.02","-7.67","-1.07","719.03","720.06","707.64","1058008.0","4875711.0","2.42887154E8"
"2019/06/24","717.69","-4.95","-0.68","725.04","725.05","717.22","923986.0","3717770.0","2.45347009E8"
"2019/06/21","722.64","-4.68","-0.64","729.20","729.20","721.96","1100647.0","4380846.0","2.46991457E8"
"2019/06/20","727.32","9.61","1.34","719.54","727.34","719.31","1004460.0","4056679.0","2.48571464E8"
"2019/06/19","717.71","2.85","0.40","721.66","722.66","714.98","979443.0","4250538.0","2.45237583E8"
"2019/06/18","714.86","-4.27","-0.59","721.25","723.79","713.17","1047010.0","4899676.0","2.4417412E8"
"2019/06/17","719.13","-3.12","-0.43","723.52","723.90","718.62","757970.0","3994985.0","2.45470963E8"
"2019/06/14","722.25","-4.43","-0.61","729.39","729.39","721.44","843435.0","4627884.0","2.46460312E8"
"2019/06/13","726.68","2.36","0.33","724.57","730.86","721.87","839461.0","4977454.0","2.47960685E8"
"2019/06/12","724.32","-4.47","-0.61","729.06","729.06","721.91","724081.0","3997841.0","2.4717366E8"
"2019/06/11","728.79","7.65","1.06","723.61","728.79","722.51","897026.0","4195981.0","2.48217445E8"
"2019/06/10","721.14","4.61","0.64","721.12","721.50","717.08","763021.0","4071223.0","2.45587312E8"
"2019/06/07","716.53","8.78","1.24","711.77","716.56","708.73","723224.0","4016298.0","2.43722653E8"
"2019/06/05","707.75","5.22","0.74","709.07","710.11","706.76","616916.0","4063891.0","2.4072209E8"
"2019/06/04","702.53","5.03","0.72","699.12","702.53","697.20","657096.0","3857152.0","2.38838423E8"
"2019/06/03","697.50","1.03","0.15","693.26","698.35","691.80","643045.0","3581779.0","2.37193624E8"
"2019/05/31","696.47","7.14","1.04","688.70","699.40","687.71","642145.0","3498743.0","2.36882568E8"
"2019/05/30","689.33","-2.14","-0.31","692.60","696.45","685.31","669463.0","3953388.0","2.33627783E8"
"2019/05/29","691.47","-11.29","-1.61","699.12","699.53","689.90","849782.0","4522971.0","2.34288964E8"
"2019/05/28","702.76","13.09","1.90","691.55","702.76","690.78","723962.0","4538621.0","2.41316089E8"
"2019/05/27","689.67","-0.36","-0.05","692.06","696.30","684.07","782619.0","4313687.0","2.37021266E8"
"2019/05/24","690.03","-6.86","-0.98","694.02","696.75","686.72","862121.0","4387036.0","2.37063635E8"
"2019/05/23","696.89","-10.04","-1.42","707.74","707.95","696.88","902830.0","4643652.0","2.39395673E8"
"2019/05/22","706.93","2.95","0.42","709.38","710.46","702.25","723704.0","4221779.0","2.42883735E8"
"2019/05/21","703.98","1.90","0.27","701.83","708.16","700.00","792044.0","4390984.0","2.41890926E8"
"2019/05/20","702.08","-12.05","-1.69","717.12","719.57","701.76","733169.0","3770628.0","2.41215213E8"
"2019/05/17","714.13","-3.46","-0.48","723.94","727.56","713.94","783635.0","4587780.0","2.4532835E8"
"2019/05/16","717.59","-12.01","-1.65","731.09","731.78","716.68","911753.0","4878493.0","2.46284375E8"
"2019/05/15","729.60","19.44","2.74","714.94","729.63","713.49","859428.0","4941191.0","2.50301185E8"
"2019/05/14","710.16","1.36","0.19","698.86","714.80","698.30","1072271.0","5055505.0","2.43734206E8"
"2019/05/13","708.80","-13.82","-1.91","722.19","724.78","708.77","916425.0","4537677.0","2.43264157E8"
"2019/05/10","722.62","-1.60","-0.22","726.06","729.84","712.15","916496.0","4200842.0","2.48036569E8"
"2019/05/09","724.22","-21.15","-2.84","746.96","747.96","722.60","992089.0","4603641.0","2.48970985E8"
"2019/05/08","745.37","-8.08","-1.07","745.86","751.55","745.36","922683.0","4239485.0","2.56173388E8"
"2019/05/07","753.45","-8.37","-1.10","751.26","757.97","749.27","728048.0","3645776.0","2.5880678E8"
"2019/05/03","761.82","1.44","0.19","761.13","762.72","758.42","701321.0","3753455.0","2.6129152E8"
"2019/05/02","760.38","5.64","0.75","753.51","760.94","753.43","779402.0","4247855.0","2.60784601E8"
"2019/04/30","754.74","4.14","0.55","751.40","755.11","746.42","671042.0","3769023.0","2.58788699E8"
"2019/04/29","750.60","9.60","1.30","744.01","750.60","742.43","754662.0","3228088.0","2.57339065E8"
"2019/04/26","741.00","-9.43","-1.26","748.30","750.23","739.84","865152.0","3788916.0","2.54021603E8"
"2019/04/25","750.43","-7.39","-0.98","757.64","757.64","750.43","946890.0","4328695.0","2.57052035E8"
"2019/04/24","757.82","-3.60","-0.47","765.00","765.02","755.93","886600.0","4453438.0","2.59580233E8"
"2019/04/23","761.42","-0.59","-0.08","763.58","764.48","756.77","895101.0","4169425.0","2.60579136E8"
"2019/04/22","762.01","-0.56","-0.07","764.37","767.02","760.02","691821.0","3677725.0","2.60715132E8"
"2019/04/19","762.57","9.05","1.20","757.42","762.95","757.35","773546.0","3805306.0","2.60935317E8"
"2019/04/18","753.52","-13.37","-1.74","767.74","767.85","751.59","904450.0","4815044.0","2.57721056E8"
"2019/04/17","766.89","1.87","0.24","766.70","768.43","765.36","1063545.0","4967478.0","2.62126285E8"
"2019/04/16","765.02","-1.73","-0.23","767.59","767.73","758.69","979257.0","4776286.0","2.61543433E8"
"2019/04/15","766.75","-1.10","-0.14","770.63","770.66","765.62","951956.0","4783660.0","2.61996783E8"
"2019/04/12","767.85","1.36","0.18","765.60","769.09","762.99","926529.0","4342635.0","2.61987812E8"
"2019/04/11","766.49","6.34","0.83","762.15","766.56","762.13","760874.0","4329712.0","2.61317478E8"
"2019/04/10","760.15","3.34","0.44","755.73","760.15","754.05","744528.0","4692968.0","2.58999547E8"
"2019/04/09","756.81","4.89","0.65","753.72","756.92","749.87","836573.0","4701168.0","2.57772264E8"
"2019/04/08","751.92","0.21","0.03","755.32","756.16","750.02","762374.0","4321666.0","2.56229805E8"
"2019/04/05","751.71","0.13","0.02","752.28","753.97","748.79","788494.0","4273410.0","2.56131503E8"
"2019/04/04","751.58","2.28","0.30","750.90","753.39","746.29","879690.0","4359673.0","2.5616128E8"
"2019/04/03","749.30","9.73","1.32","741.76","749.30","740.73","807521.0","4220278.0","2.55220562E8"
"2019/04/02","739.57","2.76","0.37","740.94","740.94","737.18","955940.0","4106382.0","2.51856567E8"
"2019/04/01","736.81","7.50","1.03","731.50","737.69","729.74","704757.0","3592042.0","2.51172763E8"
"2019/03/29","729.31","9.59","1.33","723.64","729.31","714.53","779262.0","4081059.0","2.49257414E8"
"2019/03/28","719.72","-8.73","-1.20","727.70","728.56","719.72","695541.0","3893134.0","2.46179611E8"
"2019/03/27","728.45","-8.36","-1.13","739.22","739.22","728.43","748819.0","4137567.0","2.49152888E8"
"2019/03/26","736.81","9.60","1.32","732.76","737.50","729.22","656385.0","3912306.0","2.51389139E8"
"2019/03/25","727.21","-16.76","-2.25","733.51","737.22","726.93","696283.0","4494273.0","2.48283881E8"
"2019/03/22","743.97","0.45","0.06","747.87","748.05","741.03","752366.0","4744195.0","2.54008903E8"
"2019/03/21","743.52","-6.24","-0.83","750.79","753.98","742.03","795564.0","4822787.0","2.53620524E8"
"2019/03/20","749.76","0.85","0.11","750.50","750.50","741.25","880135.0","4838198.0","2.5574207E8"
"2019/03/19","748.91","-4.22","-0.56","757.07","757.88","748.76","984686.0","4713910.0","2.55533877E8"
"2019/03/18","753.13","4.77","0.64","752.15","755.89","748.70","705219.0","4343581.0","2.56965885E8"
"2019/03/15","748.36","-7.06","-0.93","756.82","757.29","743.34","881368.0","5907010.0","2.55342327E8"
"2019/03/14","755.42","0.53","0.07","758.53","762.41","755.42","643981.0","4405718.0","2.57522552E8"
"2019/03/13","754.89","0.13","0.02","755.30","758.90","750.49","797145.0","4981844.0","2.57314387E8"
"2019/03/12","754.76","15.67","2.12","745.76","754.76","745.76","792767.0","5189636.0","2.57319124E8"
"2019/03/11","739.09","3.12","0.42","737.27","739.10","726.11","686954.0","3892937.0","2.5314116E8"
"2019/03/08","735.97","-0.86","-0.12","733.38","739.59","730.42","871229.0","3573382.0","2.52101576E8"
"2019/03/07","736.83","-9.87","-1.32","746.21","750.13","733.49","897293.0","4482811.0","2.52451522E8"
"2019/03/06","746.70","-1.25","-0.17","750.13","750.81","741.68","846994.0","4320270.0","2.55757715E8"
"2019/03/05","747.95","-0.12","-0.02","746.90","751.45","743.80","753414.0","4386457.0","2.56229006E8"
"2019/03/04","748.07","16.82","2.30","739.19","748.87","739.19","707577.0","4184005.0","2.54982915E8"
"2019/02/28","731.25","-20.91","-2.78","753.29","755.92","731.25","1016481.0","5427452.0","2.49196922E8"
"2019/02/27","752.16","5.07","0.68","748.11","752.16","747.16","921722.0","3986164.0","2.56372125E8"
"2019/02/26","747.09","-3.31","-0.44","752.25","753.66","746.12","956644.0","3832204.0","2.54604553E8"
"2019/02/25","750.40","7.02","0.94","746.79","750.93","746.30","735845.0","3701082.0","2.55564177E8"
"2019/02/22","743.38","-3.95","-0.53","747.25","748.11","740.94","965508.0","3920071.0","2.53089831E8"
"2019/02/21","747.33","-3.36","-0.45","752.30","752.75","744.87","956554.0","4334338.0","2.54302733E8"
"2019/02/20","750.69","2.64","0.35","749.52","751.66","747.56","885293.0","4103406.0","2.55424452E8"
"2019/02/19","748.05","2.72","0.36","746.50","748.69","741.20","793917.0","4023712.0","2.53987813E8"
"2019/02/18","745.33","6.67","0.90","743.53","746.81","742.50","734383.0","3422762.0","2.52958778E8"
"2019/02/15","738.66","-3.61","-0.49","741.53","743.20","734.37","737999.0","4103589.0","2.50599992E8"
"2019/02/14","742.27","2.36","0.32","740.69","742.46","737.07","738308.0","3987055.0","2.51780394E8"
"2019/02/13","739.91","9.33","1.28","734.56","740.44","733.37","798623.0","3948426.0","2.50983253E8"
"2019/02/12","730.58","-2.89","-0.39","734.87","735.14","729.52","692220.0","3825195.0","2.47959825E8"
"2019/02/11","733.47","4.73","0.65","731.82","733.94","730.32","704616.0","3822231.0","2.48908062E8"
"2019/02/08","728.74","-0.05","-0.01","726.40","729.74","724.99","736597.0","3648374.0","2.46776515E8"
"2019/02/07","728.79","11.87","1.66","719.86","728.89","717.53","713057.0","3702347.0","2.4673605E8"
"2019/02/01","716.92","0.06","0.01","719.08","719.74","714.66","643316.0","3952424.0","2.42782201E8"
"2019/01/31","716.86","1.56","0.22","719.93","721.58","714.31","684510.0","3771396.0","2.42350257E8"
"2019/01/30","715.30","4.31","0.61","712.87","716.77","711.71","719235.0","3898469.0","2.41788283E8"
"2019/01/29","710.99","-3.27","-0.46","712.65","713.65","705.89","703386.0","3922761.0","2.40178988E8"
"2019/01/28","714.26","2.88","0.40","713.41","717.31","711.96","664267.0","3699906.0","2.41311836E8"
"2019/01/25","711.38","6.97","0.99","705.66","712.67","704.67","631593.0","3816847.0","2.40274364E8"
"2019/01/24","704.41","8.78","1.26","696.97","704.78","696.80","605766.0","3742061.0","2.37779647E8"
"2019/01/23","695.63","1.08","0.16","691.50","697.06","690.91","683156.0","3926609.0","2.34782563E8"
"2019/01/22","694.55","-1.07","-0.15","698.00","698.30","692.45","794374.0","3930137.0","2.34383726E8"
"2019/01/21","695.62","-0.72","-0.10","698.74","698.74","692.95","794340.0","4025978.0","2.34700429E8"
"2019/01/18","696.34","9.99","1.46","690.83","696.34","689.80","819963.0","4437356.0","2.34953392E8"
"2019/01/17","686.35","-7.03","-1.01","694.94","696.21","686.27","862713.0","4591532.0","2.31441899E8"
"2019/01/16","693.38","2.99","0.43","692.72","693.50","687.43","788308.0","3971466.0","2.33791659E8"
"2019/01/15","690.39","7.30","1.07","684.97","691.56","684.32","639018.0","3517054.0","2.32655529E8"
"2019/01/14","683.09","-3.24","-0.47","687.42","687.42","682.54","613343.0","3108915.0","2.30223288E8"
"2019/01/11","686.33","2.99","0.44","686.09","688.01","683.59","701508.0","3570685.0","2.31370185E8"
"2019/01/10","683.34","3.60","0.53","680.61","685.65","678.23","735087.0","3742926.0","2.30368302E8"
"2019/01/09","679.74","11.25","1.68","672.38","681.12","671.95","622018.0","3193835.0","2.29481679E8"
"2019/01/08","668.49","-4.35","-0.65","674.53","675.05","667.01","623518.0","3713728.0","2.25736489E8"
"2019/01/07","672.84","8.35","1.26","672.76","675.31","669.07","584295.0","3211135.0","2.27214009E8"
"2019/01/04","664.49","7.47","1.14","655.62","664.49","648.95","554456.0","3331489.0","2.24484124E8"
"2019/01/03","657.02","-12.35","-1.85","671.98","673.61","656.85","656328.0","3626868.0","2.2193952E8"
"2019/01/02","669.37","-6.28","-0.93","682.16","683.09","667.71","539452.0","3384326.0","2.26172805E8"
