일자,종가,대비,등락률,시가,고가,저가,거래량,거래대금,상장시가총액
"2021/01/04","977.62","9.20","0.95","968.86","977.62","960.52","1697123.0","1.6878573E7","3.89065995E8"
"2020/12/30","968.42","11.01","1.15","957.38","971.04","955.38","1638729.0","1.6629393E7","3.8558262E8"
"2020/12/29","957.41","30.41","3.28","928.58","957.48","928.58","1510814.0","1.5406656E7","3.81194852E8"
"2020/12/28","927.00","-1.68","-0.18","930.07","937.76","923.96","1642275.0","1.6901675E7","3.70820564E8"
"2020/12/24","928.68","5.51","0.60","924.34","933.39","920.53","1724766.0","1.436907E7","3.71285191E8"
"2020/12/23","923.17","-5.56","-0.60","932.25","938.91","918.44","1924137.0","1.7289386E7","3.6899049E8"
"2020/12/22","928.73","-24.85","-2.61","953.48","953.48","928.51","1856456.0","1.645591E7","3.70417453E8"
"2020/12/21","953.58","6.34","0.67","948.64","954.34","940.98","1926451.0","1.6060513E7","3.7953202E8"
"2020/12/18","947.24","3.20","0.34","945.81","948.59","942.46","2114839.0","1.4532798E7","3.76636182E8"
"2020/12/17","944.04","4.39","0.47","938.88","948.43","938.88","2650706.0","1.6016013E7","3.75215636E8"
"2020/12/16","939.65","8.38","0.90","932.41","941.45","932.41","1998313.0","1.5564363E7","3.73325659E8"
"2020/12/15","931.27","1.73","0.19","930.73","934.30","921.27","2100826.0","1.5788436E7","3.69949156E8"
"2020/12/14","929.54","1.10","0.12","930.78","935.90","924.52","1610592.0","1.4468239E7","3.69095208E8"
"2020/12/11","928.44","6.74","0.73","925.30","929.23","923.39","1913759.0","1.2775711E7","3.68341553E8"
"2020/12/10","921.70","7.89","0.86","913.02","922.13","905.76","2666888.0","1.425274E7","3.65460909E8"
"2020/12/09","913.81","6.97","0.77","908.05","917.21","904.45","2695658.0","1.5615512E7","3.61967965E8"
"2020/12/08","906.84","-20.04","-2.16","927.69","933.14","906.31","2601247.0","1.8790847E7","3.58900482E8"
"2020/12/07","926.88","13.12","1.44","914.15","927.35","910.36","2240527.0","1.5665448E7","3.66928819E8"
"2020/12/04","913.76","6.15","0.68","909.99","914.27","908.24","2167590.0","1.6022525E7","3.61579274E8"
"2020/12/03","907.61","8.27","0.92","901.61","907.72","900.09","2361181.0","1.6430143E7","3.59010282E8"
"2020/12/02","899.34","8.05","0.90","894.94","899.87","891.61","1890607.0","1.3100866E7","3.55729099E8"
"2020/12/01","891.29","5.18","0.58","889.53","892.22","883.24","2133268.0","1.2060674E7","3.52059819E8"
"2020/11/30","886.11","0.55","0.06","890.65","891.53","885.65","1738037.0","1.2153801E7","3.49878362E8"
"2020/11/27","885.56","11.03","1.26","876.37","886.20","875.45","1829517.0","1.2257401E7","3.49517656E8"
"2020/11/26","874.53","9.41","1.09","868.60","875.26","861.05","1917340.0","1.4580991E7","3.44984853E8"
"2020/11/25","865.12","-6.98","-0.80","877.35","878.76","855.28","2494368.0","1.8099463E7","3.40769656E8"
"2020/11/24","872.10","-1.19","-0.14","876.65","876.89","868.89","3185108.0","1.4901986E7","3.43063376E8"
"2020/11/23","873.29","3.11","0.36","872.22","875.26","868.60","2118836.0","1.2853793E7","3.43359671E8"
"2020/11/20","870.18","10.24","1.19","863.07","870.78","861.29","2148982.0","1.3486881E7","3.42172156E8"
"2020/11/19","859.94","8.20","0.96","851.68","860.99","849.72","2249201.0","1.4795415E7","3.37226659E8"
"2020/11/18","851.74","12.27","1.46","842.55","852.27","840.43","2330367.0","1.4023705E7","3.34104732E8"
"2020/11/17","839.47","-7.86","-0.93","846.55","846.55","836.00","1789493.0","1.3642004E7","3.28957752E8"
"2020/11/16","847.33","8.19","0.98","843.49","849.80","841.60","1619880.0","1.0255819E7","3.31576034E8"
"2020/11/13","839.14","-0.94","-0.11","837.28","839.54","826.17","1878626.0","1.1733211E7","3.28357813E8"
"2020/11/12","840.08","0.18","0.02","844.64","846.87","835.95","2068886.0","1.1004804E7","3.28523167E8"
"2020/11/11","839.90","-0.89","-0.11","840.89","842.76","829.53","2281172.0","1.4066237E7","3.28432621E8"
"2020/11/10","840.79","-10.42","-1.22","844.22","844.22","835.27","1815647.0","1.1637052E7","3.29059123E8"
"2020/11/09","851.21","14.43","1.72","845.81","851.21","845.17","1735445.0","9931000.0","3.33140279E8"
"2020/11/06","836.78","-8.02","-0.95","849.18","849.39","832.27","1923199.0","1.303509E7","3.27536568E8"
"2020/11/05","844.80","17.83","2.16","833.37","845.81","831.78","1660810.0","9827780.0","3.3031326E8"
"2020/11/04","826.97","8.51","1.04","826.04","828.89","814.76","1804689.0","1.0836965E7","3.23327675E8"
"2020/11/03","818.46","15.51","1.93","810.01","821.28","810.01","1672274.0","8746155.0","3.20035935E8"
"2020/11/02","802.95","10.30","1.30","796.46","805.92","789.85","1537120.0","6627149.0","3.13355466E8"
"2020/10/30","792.65","-21.28","-2.61","814.16","814.59","791.30","1880463.0","8550017.0","3.09289392E8"
"2020/10/29","813.93","7.73","0.96","791.02","814.16","791.02","1942545.0","8292420.0","3.17270556E8"
"2020/10/28","806.20","22.47","2.87","784.88","806.20","784.88","2049765.0","7888726.0","3.1453256E8"
"2020/10/27","783.73","5.71","0.73","771.84","794.04","766.96","2056534.0","9246701.0","3.05590127E8"
"2020/10/26","778.02","-29.96","-3.71","808.06","808.06","776.70","1634354.0","8397441.0","3.0335065E8"
"2020/10/23","807.98","-4.72","-0.58","817.70","817.70","804.75","1613364.0","8366884.0","3.14966299E8"
"2020/10/22","812.70","-17.97","-2.16","826.71","826.71","812.70","1734932.0","9569521.0","3.1673711E8"
"2020/10/21","830.67","6.02","0.73","827.35","830.95","819.66","1492450.0","8700877.0","3.23449841E8"
"2020/10/20","824.65","2.40","0.29","816.16","825.96","803.24","1664944.0","1.0171863E7","3.20969248E8"
"2020/10/19","822.25","-11.59","-1.39","836.83","838.63","821.50","1701656.0","8516310.0","3.19817488E8"
"2020/10/16","833.84","-10.60","-1.26","845.63","849.20","822.58","2275828.0","1.0675849E7","3.24013185E8"
"2020/10/15","844.44","-17.04","-1.98","861.37","861.37","833.55","2238669.0","1.2500117E7","3.28155187E8"
"2020/10/14","861.48","-10.44","-1.20","873.04","875.02","859.88","2373269.0","1.2910781E7","3.34550904E8"
"2020/10/13","871.92","-1.58","-0.18","878.15","878.15","865.95","2277904.0","1.4295524E7","3.38430535E8"
"2020/10/12","873.50","1.88","0.22","875.25","875.25","868.01","2009373.0","1.1751825E7","3.39021906E8"
"2020/10/08","871.62","1.96","0.23","875.12","875.59","867.63","1994294.0","1.213829E7","3.38661106E8"
"2020/10/07","869.66","7.08","0.82","856.70","869.69","856.66","2013039.0","1.0601102E7","3.37583713E8"
"2020/10/06","862.58","4.19","0.49","863.74","866.67","855.65","1981912.0","1.097234E7","3.34539908E8"
"2020/10/05","858.39","10.24","1.21","848.67","858.82","843.06","1675261.0","9951690.0","3.32735298E8"
"2020/09/29","848.15","12.24","1.46","844.69","848.59","839.68","2084774.0","1.1430772E7","3.28737557E8"
"2020/09/28","835.91","27.63","3.42","820.72","836.15","819.86","1938337.0","1.1134007E7","3.23925943E8"
"2020/09/25","808.28","1.33","0.16","817.95","820.74","799.53","2212037.0","1.3310027E7","3.13297468E8"
"2020/09/24","806.95","-36.50","-4.33","825.74","833.04","804.28","2196878.0","1.5462869E7","3.12855989E8"
"2020/09/23","843.45","0.73","0.09","855.57","856.14","821.89","2246113.0","1.3123005E7","3.26789815E8"
"2020/09/22","842.72","-24.27","-2.80","867.72","867.89","838.13","1973656.0","1.2318664E7","3.2639728E8"
"2020/09/21","866.99","-21.89","-2.46","889.94","892.34","859.40","1965201.0","1.3745296E7","3.35595335E8"
"2020/09/18","888.88","3.70","0.42","889.47","892.39","878.78","1768420.0","1.2674548E7","3.43792635E8"
"2020/09/17","885.18","-11.10","-1.24","897.88","898.43","883.50","2286209.0","1.4316886E7","3.4216565E8"
"2020/09/16","896.28","-3.18","-0.35","901.75","905.56","891.99","2410951.0","1.6004E7","3.46431901E8"
"2020/09/15","899.46","5.29","0.59","898.63","899.64","893.24","2098773.0","1.5836927E7","3.47286395E8"
"2020/09/14","894.17","5.73","0.64","894.38","894.80","886.48","1699498.0","1.3528195E7","3.45578327E8"
"2020/09/11","888.44","4.14","0.47","881.23","888.44","877.58","1994166.0","1.4400432E7","3.43176241E8"
"2020/09/10","884.30","14.83","1.71","881.12","884.30","874.77","1990692.0","1.4651175E7","3.4158668E8"
"2020/09/09","869.47","-8.82","-1.00","864.91","877.67","864.17","2367816.0","1.6431484E7","3.30792229E8"
"2020/09/08","878.29","-0.59","-0.07","884.72","887.01","874.31","2517936.0","1.9644738E7","3.33947636E8"
"2020/09/07","878.88","12.84","1.48","872.03","879.36","864.39","1884732.0","1.6014603E7","3.34262941E8"
"2020/09/04","866.04","-8.09","-0.93","841.37","866.90","841.37","1730687.0","1.4668095E7","3.29352561E8"
"2020/09/03","874.13","7.39","0.85","871.02","874.16","869.84","1763489.0","1.4025989E7","3.32407173E8"
"2020/09/02","866.74","13.37","1.57","859.58","866.87","858.23","1843232.0","1.4343099E7","3.29509234E8"
"2020/09/01","853.37","5.13","0.60","850.58","854.22","847.53","1843910.0","1.2734769E7","3.2437441E8"
"2020/08/31","848.24","6.94","0.82","847.97","852.54","839.63","1890066.0","1.47375E7","3.22427182E8"
"2020/08/28","841.30","4.90","0.59","841.76","850.38","837.86","2111380.0","1.6800923E7","3.19399052E8"
"2020/08/27","836.40","-4.95","-0.59","842.38","842.83","832.74","2951684.0","2.0848705E7","3.17502633E8"
"2020/08/26","841.35","5.04","0.60","838.86","842.48","827.27","2152207.0","1.7370409E7","3.19342491E8"
"2020/08/25","836.31","20.57","2.52","821.53","836.41","820.02","1605321.0","1.4241915E7","3.17479078E8"
"2020/08/24","815.74","19.73","2.48","798.20","815.74","787.93","1521282.0","1.2997623E7","3.09708753E8"
"2020/08/21","796.01","4.87","0.62","801.14","802.70","781.41","1658737.0","1.4078885E7","3.02335895E8"
"2020/08/20","791.14","-27.60","-3.37","816.63","821.11","785.00","1813141.0","1.5393963E7","3.00679365E8"
"2020/08/19","818.74","18.52","2.31","810.86","818.74","805.52","1601781.0","1.4760513E7","3.11308565E8"
"2020/08/18","800.22","-34.81","-4.17","834.55","834.55","794.91","1897401.0","1.5861822E7","3.03852985E8"
"2020/08/14","835.03","-19.74","-2.31","854.71","854.71","831.15","1732238.0","1.3842551E7","3.16140848E8"
"2020/08/13","854.77","9.17","1.08","854.82","862.98","852.15","1811111.0","1.4868748E7","3.23218791E8"
"2020/08/12","845.60","-14.63","-1.70","858.88","858.88","836.58","1674531.0","1.4357658E7","3.16875296E8"
"2020/08/11","860.23","-2.53","-0.29","863.07","863.72","858.00","1532477.0","1.3343016E7","3.22120086E8"
"2020/08/10","862.76","5.13","0.60","859.53","863.80","854.48","1464015.0","1.2625988E7","3.22848852E8"
"2020/08/07","857.63","3.51","0.41","858.30","859.43","849.01","1397200.0","1.4574967E7","3.20507965E8"
"2020/08/06","854.12","6.84","0.81","854.02","855.73","847.90","1498960.0","1.4220424E7","3.18891872E8"
"2020/08/05","847.28","11.93","1.43","837.19","847.38","837.11","1521802.0","1.2744684E7","3.16312311E8"
"2020/08/04","835.35","7.78","0.94","833.28","835.35","830.55","1509117.0","1.3940171E7","3.11492402E8"
"2020/08/03","827.57","12.27","1.50","820.41","827.79","815.15","1522754.0","1.4512981E7","3.08607794E8"
"2020/07/31","815.30","1.11","0.14","817.52","818.70","814.23","1357355.0","1.3058945E7","3.03951763E8"
"2020/07/30","814.19","5.60","0.69","812.83","814.41","808.02","1301898.0","1.3271127E7","3.01637228E8"
"2020/07/29","808.59","0.74","0.09","807.71","809.77","804.29","1181622.0","1.0594913E7","2.99433927E8"
"2020/07/28","807.85","6.62","0.83","807.29","810.97","802.04","1547330.0","1.1968083E7","2.98918047E8"
"2020/07/27","801.23","6.43","0.81","795.19","804.58","795.19","1293549.0","1.0426712E7","2.9639585E8"
"2020/07/24","794.80","-6.89","-0.86","796.08","804.61","788.72","1455338.0","1.2472641E7","2.93589631E8"
"2020/07/23","801.69","6.70","0.84","796.46","803.07","792.27","1384206.0","1.3661425E7","2.95719448E8"
"2020/07/22","794.99","4.41","0.56","790.58","795.32","785.97","1476960.0","1.1376188E7","2.95699183E8"
"2020/07/21","790.58","8.62","1.10","787.30","792.20","785.75","1500351.0","1.0341745E7","2.93847532E8"
"2020/07/20","781.96","-1.26","-0.16","786.25","786.29","776.97","1399221.0","9279615.0","2.9068303E8"
"2020/07/17","783.22","8.15","1.05","776.97","783.32","775.78","1365421.0","8582997.0","2.90874355E8"
"2020/07/16","775.07","-6.22","-0.80","783.24","783.24","769.39","1631138.0","1.115341E7","2.88054483E8"
"2020/07/15","781.29","2.90","0.37","783.14","783.29","775.96","1527811.0","1.1307494E7","2.90382638E8"
"2020/07/14","778.39","-2.80","-0.36","776.19","782.70","775.29","1635619.0","1.2279853E7","2.89138577E8"
"2020/07/13","781.19","8.38","1.08","777.92","781.19","773.08","1395978.0","1.0852689E7","2.89955019E8"
"2020/07/10","772.81","-0.09","-0.01","773.75","775.99","766.51","1332284.0","1.285739E7","2.86443593E8"
"2020/07/09","772.90","6.94","0.91","770.46","774.50","769.31","1465603.0","1.0387778E7","2.86265525E8"
"2020/07/08","765.96","6.80","0.90","761.19","765.96","758.38","1306346.0","1.0447532E7","2.83626667E8"
"2020/07/07","759.16","-0.74","-0.10","763.40","764.46","755.44","1290021.0","1.0083404E7","2.82597936E8"
"2020/07/06","759.90","7.72","1.03","754.74","759.93","750.43","1142168.0","8304841.0","2.82228831E8"
"2020/07/03","752.18","9.63","1.30","746.13","752.22","741.11","1285379.0","1.0147594E7","2.79224714E8"
"2020/07/02","742.55","14.97","2.06","732.94","742.55","732.09","1155544.0","7539547.0","2.75201178E8"
"2020/07/01","727.58","-10.39","-1.41","743.53","744.03","726.36","1184777.0","8563273.0","2.69662311E8"
"2020/06/30","737.97","3.28","0.45","744.54","744.54","731.76","1638598.0","1.0528655E7","2.73285565E8"
"2020/06/29","734.69","-15.89","-2.12","743.88","747.30","732.86","1347220.0","9278719.0","2.7213762E8"
"2020/06/26","750.58","0.22","0.03","758.62","758.62","742.57","1522034.0","1.1787915E7","2.78144001E8"
"2020/06/25","750.36","-9.14","-1.20","749.81","757.23","745.98","1362069.0","1.1212779E7","2.77965658E8"
"2020/06/24","759.50","6.27","0.83","758.15","765.21","755.12","1333491.0","1.1763016E7","2.81450478E8"
"2020/06/23","753.23","1.59","0.21","758.61","761.37","744.26","1584473.0","1.1682637E7","2.79155471E8"
"2020/06/22","751.64","9.61","1.30","742.98","752.98","741.78","1336686.0","1.0511545E7","2.78063201E8"
"2020/06/19","742.03","4.70","0.64","743.35","743.94","732.55","1529200.0","1.2365577E7","2.74440984E8"
"2020/06/18","737.33","1.93","0.26","738.11","743.12","732.92","1243956.0","1.0605932E7","2.72153591E8"
"2020/06/17","735.40","0.02","0.00","731.91","743.11","717.68","1408468.0","1.0425319E7","2.71270294E8"
"2020/06/16","735.38","42.23","6.09","716.60","735.74","714.14","1320202.0","1.0669159E7","2.70837275E8"
"2020/06/15","693.15","-52.91","-7.09","745.60","747.21","693.15","1470733.0","1.2260631E7","2.56105101E8"
"2020/06/12","746.06","-11.00","-1.45","722.91","747.37","722.81","1324400.0","1.17006E7","2.75693171E8"
"2020/06/11","757.06","-1.56","-0.21","760.07","766.96","752.04","1452105.0","1.3508483E7","2.79711253E8"
"2020/06/10","758.62","4.80","0.64","754.30","759.48","752.29","1577272.0","1.2213263E7","2.80250042E8"
"2020/06/09","753.82","0.78","0.10","756.02","756.45","746.56","1532566.0","1.0343146E7","2.78254925E8"
"2020/06/08","753.04","3.73","0.50","754.12","754.32","747.37","1325594.0","9120474.0","2.77963923E8"
"2020/06/05","749.31","6.94","0.93","743.65","749.75","739.52","1125023.0","8656169.0","2.7602741E8"
"2020/06/04","742.37","4.71","0.64","742.87","744.36","733.91","1305965.0","9774409.0","2.73828409E8"
"2020/06/03","737.66","-5.92","-0.80","749.49","750.14","734.63","1482744.0","1.1559146E7","2.72084302E8"
"2020/06/02","743.58","7.86","1.07","737.67","743.70","735.06","1464961.0","1.0733017E7","2.74253648E8"
"2020/06/01","735.72","22.04","3.09","716.96","735.72","716.83","1275400.0","1.032555E7","2.70574394E8"
"2020/05/29","713.68","4.93","0.70","706.16","714.51","700.84","1472679.0","8503015.0","2.62489491E8"
"2020/05/28","708.75","-15.84","-2.19","728.76","728.80","695.30","2097277.0","1.1912398E7","2.60829223E8"
"2020/05/27","724.59","-4.52","-0.62","728.26","730.41","722.04","1571386.0","1.0577662E7","2.66629833E8"
"2020/05/26","729.11","9.22","1.28","723.28","729.16","718.81","1554768.0","1.0344399E7","2.68197172E8"
"2020/05/25","719.89","11.31","1.60","712.88","719.89","708.60","1603666.0","9460186.0","2.64794261E8"
"2020/05/22","708.58","-7.44","-1.04","717.78","719.15","702.50","1696053.0","1.0791249E7","2.60660796E8"
"2020/05/21","716.02","7.26","1.02","714.33","716.72","711.71","1993801.0","1.133686E7","2.63378591E8"
"2020/05/20","708.76","12.40","1.78","697.15","709.16","697.09","2068645.0","1.047584E7","2.60722663E8"
"2020/05/19","696.36","5.51","0.80","696.01","696.39","687.67","1819085.0","1.1873294E7","2.56361306E8"
"2020/05/18","690.85","-1.08","-0.16","695.17","695.90","688.88","1470279.0","1.0497459E7","2.54241536E8"
"2020/05/15","691.93","1.36","0.20","695.80","696.91","686.23","1360015.0","1.2394014E7","2.54601166E8"
"2020/05/14","690.57","-0.96","-0.14","687.92","693.68","684.33","1572689.0","1.3051238E7","2.53699212E8"
"2020/05/13","691.53","7.32","1.07","676.53","691.57","676.24","1510722.0","9717013.0","2.5396909E8"
"2020/05/12","684.21","-0.83","-0.12","687.48","688.37","673.66","1486570.0","1.0034743E7","2.51887582E8"
"2020/05/11","685.04","2.74","0.40","686.81","690.34","676.60","1538942.0","1.04479E7","2.5211682E8"
"2020/05/08","682.30","14.13","2.11","674.01","682.94","673.52","1683945.0","9622021.0","2.51162128E8"
"2020/05/07","668.17","9.77","1.48","659.45","669.03","658.93","1744937.0","8831807.0","2.45929087E8"
"2020/05/06","658.40","16.49","2.57","650.15","658.40","647.52","1506803.0","8491493.0","2.42298857E8"
"2020/05/04","641.91","-3.27","-0.51","637.00","648.57","635.16","1279274.0","6695810.0","2.36245973E8"
"2020/04/29","645.18","0.25","0.04","646.33","648.42","644.06","1686254.0","7967208.0","2.37464993E8"
"2020/04/28","644.93","-1.93","-0.30","649.46","651.39","638.69","1770727.0","8179500.0","2.3732492E8"
"2020/04/27","646.86","13.90","2.20","638.90","647.11","638.58","1718846.0","7697761.0","2.38021426E8"
"2020/04/24","632.96","-10.83","-1.68","640.19","645.22","629.12","1781070.0","8847938.0","2.33087534E8"
"2020/04/23","643.79","8.63","1.36","640.13","645.54","637.33","1659299.0","1.0091678E7","2.36376134E8"
"2020/04/22","635.16","6.39","1.02","618.95","635.31","616.88","1459275.0","9185269.0","2.33065201E8"
"2020/04/21","628.77","-9.05","-1.42","634.76","641.07","602.05","2164008.0","1.2731403E7","2.30989351E8"
"2020/04/20","637.82","3.03","0.48","635.71","643.05","634.20","1571067.0","9532297.0","2.34188826E8"
"2020/04/17","634.79","11.36","1.82","631.34","634.79","628.05","1640017.0","9115282.0","2.33023374E8"
"2020/04/16","623.43","13.14","2.15","606.69","623.59","603.15","1368160.0","8217243.0","2.28844401E8"
"2020/04/14","610.29","13.58","2.28","605.14","611.36","602.05","1600521.0","8357338.0","2.23912578E8"
"2020/04/13","596.71","-14.55","-2.38","609.94","611.06","596.71","2010346.0","1.0096969E7","2.18902486E8"
"2020/04/10","611.26","-4.69","-0.76","617.75","618.08","593.01","2001745.0","1.0153608E7","2.24262546E8"
"2020/04/09","615.95","8.58","1.41","616.67","618.37","610.66","1810580.0","9552048.0","2.258174E8"
"2020/04/08","607.37","0.47","0.08","604.46","615.32","599.30","2362935.0","1.2763686E7","2.2270842E8"
"2020/04/07","606.90","9.69","1.62","606.21","606.90","593.22","2108624.0","1.3276334E7","2.22382948E8"
"2020/04/06","597.21","24.20","4.22","579.25","597.21","577.83","1526020.0","9876607.0","2.18761438E8"
"2020/04/03","573.01","5.31","0.94","571.29","576.27","564.02","1374771.0","9453490.0","2.09882652E8"
"2020/04/02","567.70","15.86","2.87","555.40","567.70","542.75","1680263.0","1.0992105E7","2.07901417E8"
"2020/04/01","551.84","-17.23","-3.03","568.88","579.76","551.30","1897097.0","1.3461989E7","2.02131522E8"
"2020/03/31","569.07","26.96","4.97","551.48","569.07","551.25","1865422.0","1.3672046E7","2.08277587E8"
"2020/03/30","542.11","19.28","3.69","513.13","542.12","511.47","1431987.0","9610628.0","1.98576611E8"
"2020/03/27","522.83","6.22","1.20","535.94","540.04","502.48","1979704.0","1.4845252E7","1.91551905E8"
"2020/03/26","516.61","10.93","2.16","506.51","533.33","501.82","1649356.0","1.1902865E7","1.89294135E8"
"2020/03/25","505.68","25.28","5.26","496.32","506.43","488.98","1441082.0","9686608.0","1.85244161E8"
"2020/03/24","480.40","36.64","8.26","457.21","480.40","454.24","1143642.0","6742315.0","1.7592167E8"
"2020/03/23","443.76","-23.99","-5.13","443.51","455.97","435.81","1086690.0","6163699.0","1.62563927E8"
"2020/03/20","467.75","39.40","9.20","443.88","467.75","435.11","1243150.0","6503974.0","1.71351187E8"
"2020/03/19","428.35","-56.79","-11.71","501.59","502.12","419.55","1646248.0","8575181.0","1.57026546E8"
"2020/03/18","485.14","-29.59","-5.75","520.79","526.10","485.14","1322272.0","7410179.0","1.77738872E8"
"2020/03/17","514.73","10.22","2.03","488.02","518.72","483.51","1367414.0","7993286.0","1.88460557E8"
"2020/03/16","504.51","-19.49","-3.72","538.68","541.87","504.51","1201665.0","7219386.0","1.84690204E8"
"2020/03/13","524.00","-39.49","-7.01","536.62","540.30","487.07","1522369.0","8152013.0","1.91628164E8"
"2020/03/12","563.49","-32.12","-5.39","589.20","594.32","555.47","1639529.0","8049548.0","2.06048862E8"
"2020/03/11","595.61","-24.36","-3.93","621.12","622.07","591.38","1570651.0","8354954.0","2.17679145E8"
"2020/03/10","619.97","5.37","0.87","606.89","619.98","604.51","1431028.0","9633331.0","2.26525539E8"
"2020/03/09","614.60","-28.12","-4.38","631.13","632.52","614.58","1317498.0","8683417.0","2.24592597E8"
"2020/03/06","642.72","-7.47","-1.15","642.33","647.83","637.20","1113502.0","7238872.0","2.34780563E8"
"2020/03/05","650.19","8.46","1.32","647.75","650.81","643.97","1077680.0","6397650.0","2.37065257E8"
"2020/03/04","641.73","14.91","2.38","623.75","641.73","623.55","1097676.0","5659996.0","2.33919308E8"
"2020/03/03","626.82","-0.84","-0.13","641.65","641.77","626.71","1232865.0","6053622.0","2.27876485E8"
"2020/03/02","627.66","16.93","2.77","617.88","627.71","607.32","1186855.0","6153922.0","2.2807391E8"
"2020/02/28","610.73","-27.44","-4.30","626.36","631.25","608.38","1389632.0","8020426.0","2.21971811E8"
"2020/02/27","638.17","-16.46","-2.51","654.61","660.89","634.79","1231803.0","7715985.0","2.31512754E8"
"2020/02/26","654.63","-2.32","-0.35","644.02","658.29","642.98","1137059.0","6137281.0","2.37411188E8"
"2020/02/25","656.95","17.66","2.76","639.28","656.96","633.65","1212527.0","6189111.0","2.38230648E8"
"2020/02/24","639.29","-28.70","-4.30","653.40","656.31","639.22","1476933.0","8178363.0","2.31858846E8"
"2020/02/21","667.99","-13.67","-2.01","673.57","680.28","667.47","1427548.0","8134693.0","2.42180853E8"
"2020/02/20","681.66","-3.12","-0.46","687.65","688.51","677.99","1464809.0","8799126.0","2.46963573E8"
"2020/02/19","684.78","1.86","0.27","686.89","688.11","673.64","1604888.0","7629861.0","2.4796981E8"
"2020/02/18","682.92","-9.67","-1.40","691.42","692.52","681.44","1781024.0","7509560.0","2.47300826E8"
"2020/02/17","692.59","3.68","0.53","690.35","692.64","686.73","1524918.0","6524736.0","2.50776123E8"
"2020/02/14","688.91","1.30","0.19","687.23","692.00","685.67","1499191.0","7351634.0","2.49470581E8"
"2020/02/13","687.61","1.02","0.15","689.54","691.43","681.77","1345100.0","6993822.0","2.49058921E8"
"2020/02/12","686.59","4.25","0.62","683.26","686.79","680.26","1333843.0","6045973.0","2.48735276E8"
"2020/02/11","682.34","6.27","0.93","678.97","682.34","678.43","1167071.0","5516295.0","2.47131855E8"
"2020/02/10","676.07","3.44","0.51","669.53","676.08","668.10","979098.0","4829779.0","2.44756202E8"
"2020/02/07","672.63","-0.06","-0.01","673.11","674.03","667.93","1024735.0","5232692.0","2.4347516E8"
"2020/02/06","672.69","11.37","1.72","665.94","672.69","665.88","946334.0","4609410.0","2.43440171E8"
"2020/02/05","661.32","0.08","0.01","666.74","668.91","658.03","991277.0","5266753.0","2.39361588E8"
"2020/02/04","661.24","14.39","2.22","650.72","661.24","649.22","938255.0","5073960.0","2.39254407E8"
"2020/02/03","646.85","4.37","0.68","631.82","648.34","627.65","1193312.0","6081593.0","2.34039521E8"
"2020/01/31","642.48","-13.91","-2.12","660.98","664.77","641.57","1343602.0","6458897.0","2.32461525E8"
"2020/01/30","656.39","-13.79","-2.06","670.65","673.17","652.42","1213886.0","6228414.0","2.37472764E8"
"2020/01/29","670.18","5.48","0.82","671.08","671.98","664.09","1056865.0","5573600.0","2.42425934E8"
"2020/01/28","664.70","-20.87","-3.04","660.79","668.22","658.78","1161216.0","6991102.0","2.40463052E8"
"2020/01/23","685.57","-2.68","-0.39","685.94","687.71","683.52","957782.0","5009218.0","2.47897515E8"
"2020/01/22","688.25","11.73","1.73","677.05","688.28","677.05","1012723.0","4631043.0","2.48680112E8"
"2020/01/21","676.52","-6.95","-1.02","683.82","685.89","675.48","1032066.0","5569469.0","2.44458962E8"
"2020/01/20","683.47","-4.94","-0.72","690.85","691.17","682.48","1019250.0","5916227.0","2.46894428E8"
"2020/01/17","688.41","1.89","0.28","689.73","690.61","686.68","1028710.0","5544314.0","2.48533214E8"
"2020/01/16","686.52","7.36","1.08","679.67","686.52","679.49","880291.0","5239369.0","2.47712208E8"
"2020/01/15","679.16","0.45","0.07","678.83","681.39","676.91","908209.0","4233510.0","2.45115558E8"
"2020/01/14","678.71","-0.51","-0.08","682.14","685.88","676.78","897262.0","5205779.0","2.4488913E8"
"2020/01/13","679.22","6.19","0.92","673.76","679.22","673.23","894402.0","4843153.0","2.45066838E8"
"2020/01/10","673.03","6.94","1.04","668.79","673.03","665.92","837390.0","4913662.0","2.42702877E8"
"2020/01/09","666.09","25.15","3.92","657.01","666.09","656.25","980619.0","5261766.0","2.40120847E8"
"2020/01/08","640.94","-22.50","-3.39","657.24","658.14","637.43","1379708.0","7034355.0","2.31058476E8"
"2020/01/07","663.44","8.13","1.24","660.87","664.21","659.18","970307.0","5302183.0","2.3916196E8"
"2020/01/06","655.31","-14.62","-2.18","660.08","663.10","653.61","884279.0","4961872.0","2.36177412E8"
"2020/01/03","669.93","-4.09","-0.61","677.57","679.37","668.10","903859.0","5540086.0","2.41357676E8"
"2020/01/02","674.02","4.19","0.63","672.53","674.30","666.62","783731.0","4476505.0","2.42768148E8"
"2019/12/30","669.83","8.59","1.30","662.06","669.83","661.62","789330.0","3799413.0","2.41350997E8"
"2019/12/27","661.24","9.17","1.41","652.60","661.59","652.17","807712.0","4312635.0","2.38198876E8"
"2019/12/26","652.07","13.16","2.06","640.77","652.09","640.20","921878.0","4352932.0","2.35647597E8"
"2019/12/24","638.91","-8.71","-1.34","648.71","648.71","638.74","763092.0","3572406.0","2.3107571E8"
"2019/12/23","647.62","-2.11","-0.32","651.77","652.81","646.68","725862.0","3968732.0","2.34058375E8"
"2019/12/20","649.73","1.88","0.29","650.19","651.20","647.90","944573.0","4198108.0","2.34817288E8"
